objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00043,Kay Newell Reads During Storytime,Meridian Library District,1982-11-16,Kay Newell leads storytime. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00043.jpg,/objects/small/col012_mldimages_00043_sm.jpg,/objects/thumbs/col012_mldimages_00043_th.jpg,,
col12_00044,Carl and Madeline Rathjen at Brown Bag Program ,Meridian Library District,1982,"Carl and Madeline Rathjen lead a Brown Bag program with numerous children in attendance, circa November 1982.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 10",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00044.jpg,/objects/small/col012_mldimages_00044_sm.jpg,/objects/thumbs/col012_mldimages_00044_th.jpg,,
col12_00045,"""Brown Bag with the Write People"" ",Meridian Library District,1982-11-17,"Glen Balch with a group of children at the Brown Bag with the Write People event, November 17, 1982. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 11",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00045.jpg,/objects/small/col012_mldimages_00045_sm.jpg,/objects/thumbs/col012_mldimages_00045_th.jpg,,
col12_00046,Season's Readings,Meridian Library District,1982-11-26,"Meridian Library parade walkers prepare for Holiday Parade, holding sign that says ""Season's Readings.""","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 12",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00046.jpg,/objects/small/col012_mldimages_00046_sm.jpg,/objects/thumbs/col012_mldimages_00046_th.jpg,,
col12_00047,Giant Bookwrom in Holiday Parade,Meridian Library District,1982-11-26,Library parade walkers prepare the giant bookworm for the Holiday Parade. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 12",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00047.jpg,/objects/small/col012_mldimages_00047_sm.jpg,/objects/thumbs/col012_mldimages_00047_th.jpg,,
col12_00048,Meridian Library Holiday Parade Walkers,Meridian Library District,1982-11-26,Library parade walkers proceed through the Holiday Parade route.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 13",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00048.jpg,/objects/small/col012_mldimages_00048_sm.jpg,/objects/thumbs/col012_mldimages_00048_th.jpg,,
col12_00049,Meridian Library Holiday Parade Walkers,Meridian Library District,1982-11-26,Library parade walkers proceed through the Holiday Parade route.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 14",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00049.jpg,/objects/small/col012_mldimages_00049_sm.jpg,/objects/thumbs/col012_mldimages_00049_th.jpg,,
col12_00050,Retired Librarian Nancy Sage Next to Children's Tree,Meridian Library District,1982,Retired librarian Nancy Sage stands next to the Children's Tree.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 23",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00050.jpg,/objects/small/col012_mldimages_00050_sm.jpg,/objects/thumbs/col012_mldimages_00050_th.jpg,,
col12_00051,Friends of the Meridian Library Book Sale,Meridian Library District,1982-03-05,Boy stands near books at the Friends of the Meridian Library Book Sale.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 28",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00051.jpg,/objects/small/col012_mldimages_00051_sm.jpg,/objects/thumbs/col012_mldimages_00051_th.jpg,,
col12_00052,Cake Celebrating the Meridian Library Heritage,Meridian Library District,1983-04-23,"Photo of library open house cake (""Meridian Library Founded 1924"") next to floral arrangement. The cake was made by Chris Mace and the back of the photo says the floral arangement created by ""Nan's.""","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 36",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00052.jpg,/objects/small/col012_mldimages_00052_sm.jpg,/objects/thumbs/col012_mldimages_00052_th.jpg,,
col12_00053,Easter Display of Faberge Eggs,Meridian Library District,1983-04,Easter display case featuring Gaye Walter's faberge eggs,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 38",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00053.jpg,/objects/small/col012_mldimages_00053_sm.jpg,/objects/thumbs/col012_mldimages_00053_th.jpg,,
col12_00054,Gaye Walter Prepares Library for Western Theme,Meridian Library District,1983-06,Librarian Gaye Walter hangs up decorations for the library's Wetsern reading theme. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 43",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00054.jpg,/objects/small/col012_mldimages_00054_sm.jpg,/objects/thumbs/col012_mldimages_00054_th.jpg,,
col12_00055,Librarian Pat Works at Desk with Cowgirl Hat,Meridian Library District,1983-06,Pat works at the desk celebrating the library's Western theme by wearing a cowgirl hat. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 43",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00055.jpg,/objects/small/col012_mldimages_00055_sm.jpg,/objects/thumbs/col012_mldimages_00055_th.jpg,,
col12_00056,Gaye Walter Helps Library Get Ready for Western Theme,Meridian Library District,1983-06,Librarian Gaye Walter helps hang decorations for the library's Western theme. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 44",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00056.jpg,/objects/small/col012_mldimages_00056_sm.jpg,/objects/thumbs/col012_mldimages_00056_th.jpg,,
